Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Industry_type,SubVertical,CityLocation,Citycode,Investors Name,InvestmentnType,InvestmentID,Amount in USD,Remarks
1751,6/4/2016,Shipsy,Logistics,1159,Logistics Solutions,Mumbai,67,DTDC Express Ltd,Seed Funding,30,1000000,nan
1752,6/4/2016,gear6,Consumer Internet,1160,Online bike service and repairs platform,Mumbai,67,Ninestarter,Seed Funding,30,500000,nan
1753,6/4/2016,MyGlamm,Consumer Internet,1160,Mobile based on-demand Beauty Services platform,Mumbai,67,L\\xe2\\x80\\x99Occitane,Seed Funding,30,6000000,nan
1754,6/4/2016,Petoo,Consumer Internet,1160,Online Food Delivery Platform,Mumbai,67,Axilor Ventures,Seed Funding,30,1000000,nan
1755,7/4/2016,Truly Social,Consumer Internet,1160,Mobile Gaming Studio,Mumbai,67,Nazara Technologies Pvt Ltd,Seed Funding,30,N/A,nan
1756,8/4/2016,Little Black Book,Consumer Internet,1160,"Curated Food, event & Lifestyle guide",Mumbai,67,"IDG, Indian Angel Network",Seed Funding,30,N/A,nan
1757,8/4/2016,Vahan,Education,1161,Mobile Education Platform,Mumbai,67,Villgro,Seed Funding,30,N/A,nan
1758,8/4/2016,imedilane,Consumer Internet,1162,Online Health Diagnosis platform,Mumbai,67,"Mahendra Patel, Nilender Chauhan",Seed Funding,30,"40,000",nan
1759,11/4/2016,Living Local,Consumer Internet,1162,Social discovery platform,Mumbai,67,Rattan Chadha,Seed Funding,30,200000,nan
1760,11/4/2016,Vegfru,eCommerce,1163,Online Fruit & Vegetable Marketplace,Mumbai,67,Wingify,Seed Funding,30,N/A,nan
1761,11/4/2016,Oyo,Consumer Internet,1164,Online Branded Budget Room Booking Service,Mumbai,67,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Seed Funding,30,100000000,nan
1762,11/4/2016,PriceRaja,Consumer Internet,1164,Price Comparison Portal,Mumbai,67,Prashant Puri,Seed Funding,30,300000,nan
1763,12/4/2016,MagicX,Consumer Internet,1164,On-Demand Task Management App,Mumbai,67,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,30,1000000,nan
1764,12/4/2016,Happydemic,Consumer Internet,1164,Artist Discovery & Booking platform,Mumbai,67,Shaan,Seed Funding,30,N/A,nan
1765,12/4/2016,LenDenClub,Finance,1165,Peer-to-Peer Lending Platform,Mumbai,67,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,30,N/A,nan
1766,12/4/2016,Indi.com,Consumer Internet,1166,Video Social Network,Mumbai,67,Anil Kapoor,Seed Funding,30,N/A,nan
1767,13/04/2016,Legalraasta,Consumer Internet,1166,Online legal Services for Startups,Mumbai,67,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,30,1000000,nan
1768,13/04/2016,RainCan,Consumer Internet,1166,Subscription-based grocery delivery Mobile App,Mumbai,67,Dr. Aniruddha Malpani,Seed Funding,30,150000,nan
1769,13/04/2016,Hippily,eCommerce,1167,Fashion ECommerce App,Mumbai,67,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,30,250000,nan
1770,13/04/2016,kredX,eCommerce,1167,Invoice discounting\\xc2\\xa0 Marketplace,Mumbai,67,"Prime Venture Partners,",Seed Funding,30,750000,nan
1771,14/04/2016,Wedwise,Consumer Internet,1168,Wedding related services community,Mumbai,67,StartUp Equity Partners,Seed Funding,30,N/A,nan
1772,14/04/2016,BeaconsTalk,Technology,1169,contextual mobile advertising,Mumbai,67,"Rajeev Agrawal, Prashant Gooty",Seed Funding,30,100000,nan
1773,15/04/2016,Deal 4Loans,Consumer Internet,1170,Loan Comparison Portal,Mumbai,67,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,30,N/A,nan
1774,15/04/2016,RenewBuy,Consumer Internet,1170,Online Car & Bike Insurance Comparison portal,Mumbai,67,Mount Nathan Advisors,Seed Funding,30,1000000,nan
1775,15/04/2016,Blue Box Media,Consumer Internet,1170,Online Tech Portals,Mumbai,67,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,30,N/A,nan
1776,15/04/2016,Vyomo,Consumer Internet,1170,On-Demand Beauty Service provider,Mumbai,67,Naturals Salon Chain,Seed Funding,30,15000000,nan
1777,15/04/2016,Organicshop,eCommerce,1171,Marketplace for organic products,Mumbai,67,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,30,N/A,nan
1778,15/04/2016,MInd Your Fleet,Consumer Internet,1172,Car Rental Software,Mumbai,67,Undisclosed Investors,Seed Funding,30,N/A,nan
1779,15/04/2016,NestAway,Consumer Internet,1172,Furnished Home Rental Platform,Mumbai,67,Tiger Global,Seed Funding,30,30000000,nan
1780,15/04/2016,Tapchief,Consumer Internet,1172,Expert Advice Platform,Mumbai,67,Vijay Shekhar Sharma,Seed Funding,30,150000,nan
1781,18/04/2016,Rapido,Consumer Internet,1172,Bike Aggregator App,Mumbai,67,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Seed Funding,30,N/A,nan
1782,18/04/2016,Yufta,eCommerce,1173,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Mumbai,67,Ajay Data & other HNIs,Seed Funding,30,N/A,nan
1783,18/04/2016,Smytten,eCommerce,1173,Online Discovery and Shopping Platform,Mumbai,67,Rajan Anandan,Seed Funding,30,N/A,nan
1784,18/04/2016,Houssup,Consumer Internet,1174,interior design and home furnishing portal,Mumbai,67,"Mitin Patel, Gaurav Agarwal",Seed Funding,30,N/A,nan
1785,18/04/2016,Jugnoo,Consumer Internet,1174,On-demand Delivery & Logistics platform,Mumbai,67,Paytm & existing investors,Seed Funding,30,10000000,nan
1786,18/04/2016,Tork Motocycles,Auto,1175,Electric Motorcycle Manufacturer,Mumbai,67,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,30,N/A,nan
1787,19/04/2016,Betaout,eCommerce,1176,customer intelligence and marketing automation platform,Mumbai,67,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Seed Funding,30,1500000,nan
1788,19/04/2016,DriversCart,Consumer Internet,1177,on-demand chauffeur provider,Mumbai,67,ah! Ventures,Seed Funding,30,450000,nan
1789,19/04/2016,LensKart,eCommerce,1178,Eyewear etailing platform,Mumbai,67,Ratan Tata,Seed Funding,30,N/A,nan
1790,19/04/2016,CollegeDekho,Consumer Internet,1179,College & Student information platform,Mumbai,67,Man Capital,Seed Funding,30,2000000,nan
1791,19/04/2016,OYOfit,Consumer Internet,1179,Fitness Services Aggregator platform,Mumbai,67,RN Agarwal,Seed Funding,30,N/A,nan
1792,19/04/2016,Oliveboard,Consumer Internet,1179,Online exam practice & preparation platform,Mumbai,67,India Educational Investment Fund,Seed Funding,30,N/A,nan
1793,19/04/2016,Simplilearn,Consumer Internet,1179,Online certification platform,Mumbai,67,Brand Capital,Seed Funding,30,N/A,nan
1794,20/04/2016,1mg,eCommerce,1180,Online Pharmacy,Mumbai,67,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Seed Funding,30,15000000,nan
1795,20/04/2016,Fashalot,Consumer Internet,1181,Fashion and Store discovery mobile app,Mumbai,67,"YourNest Angel Fund, Rajul Garg",Seed Funding,30,N/A,nan
1796,20/04/2016,Broomberg,Consumer Internet,1181,Cleaning Services Provider,Mumbai,67,Undisclosed Angel investors & HNIs,Seed Funding,30,N/A,nan
1797,21/04/2016,m.paani,Consumer Internet,1181,Loyalty rewards platform,Mumbai,67,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,30,N/A,nan
1798,21/04/2016,Yufta,eCommerce,1182,hyperlocal fashion retail platform,Mumbai,67,Ajay Data & undisclosed HNIs,Seed Funding,30,N/A,nan
1799,21/04/2016,mishTag,Consumer Internet,1183,"Style, Fashion Discovery Mobile app",Mumbai,67,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,30,N/A,nan
1800,21/04/2016,Advanced Structures India,Auto,1184,Automotive Design and Engineering company,Mumbai,67,GirnarSoft,Seed Funding,30,N/A,nan
1801,22/04/2016,Licious,eCommerce,1185,Mobile based Meat ordering App,Mumbai,67,Mayfield India II Management Ltd,Seed Funding,30,3000000,nan
1802,22/04/2016,Knolskae,Consumer Internet,1186,Educational Gamification & Simulation platform,Mumbai,67,"Inventus Capital Partners, HR Fund",Seed Funding,30,N/A,nan
1803,22/04/2016,Druva,Technology,1187,Converged Backup & Data Protection Solutions for Enterprises,Mumbai,67,"NTT Finance, Telephone Corporation",Seed Funding,30,N/A,nan
1804,22/04/2016,TOKO Innovation Studios,Consumer Internet,1188,Children\xe2\x80\x99s Entertainment Games & Products,Mumbai,67,Indian Angel network,Seed Funding,30,450000,nan
1805,25/04/2016,Commut,Consumer Internet,1188,Shuttle Service Provider,Mumbai,67,50K Ventures,Seed Funding,30,200000,nan
1806,25/04/2016,intouchapp,Consumer Internet,1188,Contact Management Mobile App,Mumbai,67,Blume Ventures,Seed Funding,30,N/A,nan
1807,25/04/2016,Dropkaffe,Food & Beverage,1189,Ready-to-Drink Beverage Producer,Mumbai,67,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,30,550000,nan
1808,26/04/2016,Transerv,Consumer Internet,1190,Digital Payments platform,Mumbai,67,"IDFC SPICE Fund, Micromax Informatics",Seed Funding,30,15000000,nan
1809,26/04/2016,ClearTax,Consumer Internet,1190,Online filing of Tax returns,Mumbai,67,"Max Levchin, Scott Banister",Seed Funding,30,1300000,nan
1810,26/04/2016,Roposo,eCommerce,1191,Social Fashion ECommerce Discovery platform,Mumbai,67,Bertelsmann India Investments,Seed Funding,30,15000000,nan
1811,27/04/2016,MilkBasket,Consumer Internet,1192,Micro Grocery Delivery Platform,Mumbai,67,EVC Ventures,Seed Funding,30,500000,nan
1812,27/04/2016,CareonGO,Consumer Internet,1192,Online Pharmacy,Mumbai,67,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,30,N/A,nan
1813,27/04/2016,RailYatri,Consumer Internet,1192,Train Related Information portal,Mumbai,67,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Seed Funding,30,N/A,nan
1814,27/04/2016,ICHR,Consumer Internet,1192,Mobile based Children health Information app,Mumbai,67,Undisclosed,Seed Funding,30,450000,nan
1815,27/04/2016,Murgency,Consumer Internet,1192,Medical Emergency Response App,Mumbai,67,Axilor Ventures,Seed Funding,30,N/A,nan
1816,28/04/2016,The Wedding Brigade,Consumer Internet,1192,Online Wedding Information Portal,Mumbai,67,Blume Ventures & Other unnamed Investors,Seed Funding,30,600000,nan
1817,28/04/2016,DocsApp,Consumer Internet,1192,Online Doctor Discovery & Chat platform,Mumbai,67,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Seed Funding,30,1200000,nan
1818,29/04/2016,Impact Guru,Consumer Internet,1192,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,67,"RB Investments, Fundnel",Seed Funding,30,500000,nan
1819,29/04/2016,LetReach,eCommerce,1193,ECommerce SAAS Solutions,Mumbai,67,vCommission,Seed Funding,30,100000,nan
1820,1/3/2016,DriveU,Consumer Internet,1194,Chauffeurs Discovery for private car owners,Mumbai,67,Unitus Seed Fund,Seed Funding,30,N/A,nan
1821,1/3/2016,Gympik,Consumer Internet,1194,"Fitness Centres, Gym Discovery online marketplace",Mumbai,67,RoundGlass Partners,Seed Funding,30,N/A,nan
1822,1/3/2016,Testbook,Consumer Internet,1194,Online Test Preparation Platform,Mumbai,67,S Chand & Co,Seed Funding,30,N/A,nan
1823,1/3/2016,IQlect,Technology,1195,Big Data Analytics Platform,Mumbai,67,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Seed Funding,30,N/A,nan
1824,2/3/2016,MoMark,Consumer Internet,1196,Mobile Wallet Aggregation platform,Mumbai,67,YourNest Angel Fund,Seed Funding,30,600000,nan
1825,2/3/2016,Skedool,Consumer Internet,1196,AI based Office Assistant Mobile App,Mumbai,67,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,30,N/A,nan
1826,2/3/2016,Systemantics,Technology,1197,Industrial robots maker,Mumbai,67,"Nandan Nilekani, Accel Partners",Seed Funding,30,1400000,nan
1827,3/3/2016,Vertuals,Technology,1197,Audio Visual Digital Content creators for Brands,Mumbai,67,Dino Morea,Seed Funding,30,N/A,nan
1828,3/3/2016,Imarticus Learning,Education,1198,Financial Services & Analytics Education Institute,Mumbai,67,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Seed Funding,30,1000000,nan
1829,3/3/2016,Shouut,Consumer Internet,1199,Social Discovery Mobile app,Mumbai,67,Undisclosed investor,Seed Funding,30,500000,nan
1830,4/3/2016,TinyStep,Consumer Internet,1199,Parenting Social Network Platform,Mumbai,67,Matt Glickman,Seed Funding,30,N/A,nan
1831,4/3/2016,Aahaa,ECommerce,1200,Office Products Super Store,Mumbai,67,"YourNest Angel Fund,",Seed Funding,30,1000000,nan
1832,4/3/2016,Arcatron Mobility,Technology,1201,Smart wheelchair Design and Development,Mumbai,67,"Sudhir Mehta, Anoop Hingorani",Seed Funding,30,N/A,nan
1833,4/3/2016,FTCash,Consumer Internet,1202,Mobile Payments Platform,Mumbai,67,IvyCap Ventures,Seed Funding,30,150000,nan
1834,4/3/2016,Civilsdaily,Consumer Internet,1202,Civil Services News Aggregator,Mumbai,67,Manoj Kumar & Other undisclosed investors,Seed Funding,30,N/A,nan
1835,4/3/2016,Zappka,Consumer Internet,1202,Mobile App discovery and review platform,Mumbai,67,"Daman Soni, Rajat Gupta & Others",Seed Funding,30,100000,nan
1836,4/3/2016,Tarusa World,ECommerce,1203,Handicraft products eTailer,Mumbai,67,Mohit Gulati,Seed Funding,30,N/A,nan
1837,4/3/2016,medECUBE,Healthcare,1204,Healthcare related Services provider,Mumbai,67,Artiman Ventures,Seed Funding,30,4000000,nan
1838,7/3/2016,N.O.W,Consumer Internet,1205,Bike Taxi Service & Hyperlocal Delivery App,Mumbai,67,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,30,500000,nan
1839,7/3/2016,Ninjacart,ECommerce,1206,B2B marketplace for Farmers & Retailers,Mumbai,67,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Seed Funding,30,3000000,nan
1840,7/3/2016,Reach,Consumer Internet,1207,Cross Platform P2P file sharing mobile app,Mumbai,67,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,30,500000,nan
1841,7/3/2016,Vanity Cube,Consumer Internet,1207,Hyperlocal Beauty Services platform,Mumbai,67,Unicorn Ventures,Seed Funding,30,250000,nan
1842,7/3/2016,Wooplr,ECommerce,1208,Curated Fashion ECommerce portal,Mumbai,67,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,30,N/A,nan
1843,7/3/2016,Medidaili,Consumer Internet,1209,Medical Support service platform,Mumbai,67,Undisclosed private investors,Seed Funding,30,100000,nan
1844,8/3/2016,Finomena,Technology,1210,Credit Worthiness Big Data Analytics,Mumbai,67,Matrix Partners India,Seed Funding,30,N/A,nan
1845,8/3/2016,Cookaroo,Consumer Internet,1211,Food Delivery Platform,Mumbai,67,Vijay Krishna Yadav,Seed Funding,30,N/A,nan
1846,8/3/2016,vPhrase Analytics,Technology,1212,AI based data analytics platform,Mumbai,67,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,30,N/A,nan
1847,8/3/2016,LoveCycles,Consumer Internet,1213,Women\\xe2\\x80\\x99s health Tracker,Mumbai,67,Prime Venture Partners,Seed Funding,30,750000,nan
1848,8/3/2016,Kartrocket,ECommerce,1214,ECommerce SAAS platform,Mumbai,67,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Seed Funding,30,8000000,nan
1849,8/3/2016,dunzo,Consumer Internet,1215,Daily Task Management App,Mumbai,67,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,30,650000,nan
1850,9/3/2016,Indiamart,ECommerce,1216,B2B Marketplace for SMBs,Mumbai,67,Amadeus Capital,Seed Funding,30,N/A,nan
1851,9/3/2016,SmartVizX,Technology,1217,Virtual Reality Solutions,Mumbai,67,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,30,500000,nan
1852,9/3/2016,MyGubbi,Real Estate,1218,Interior Design & Home D\\xc3\\xa9cor Solutions,Mumbai,67,"Vipul Parekh, ajesh K Murthy,",Seed Funding,30,2500000,nan
1853,9/3/2016,Nukkad Shops,Consumer Internet,1219,Hyperlocal Grocery Delivery Service,Mumbai,67,PurpleTalk Inc,Seed Funding,30,1000000,nan
1854,9/3/2016,Cloudacar,Consumer Internet,1219,Carpooling Mobile App,Mumbai,67,"Amit Choudhary, Anuj Puri",Seed Funding,30,N/A,nan
1855,9/3/2016,Justride,Consumer Internet,1219,Self Drive Car Rental,Mumbai,67,Dheeraj Jain & Other angel investors,Seed Funding,30,400000,nan
1856,9/3/2016,Yana,Consumer Internet,1219,Personal AI Transaction Engine App,Mumbai,67,"Puneet Gupta,",Seed Funding,30,N/A,nan
1857,10/3/2016,Big Fish Ventures,Food & Beverage,1220,premium dining lounges Chain,Mumbai,67,Undisclosed investors,Seed Funding,30,11100000,nan
1858,10/3/2016,Stylflip,ECommerce,1221,Pre-Owned Fashion marketplace mobile app,Mumbai,67,"Raj Gala Shah, Zaheer Memon",Seed Funding,30,N/A,nan
1859,10/3/2016,Icertis,Technology,1222,Contract Management Software Solutions platform,Mumbai,67,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Seed Funding,30,15000000,nan
1860,10/3/2016,Supplified,ECommerce,1223,Construction material eTailer,Mumbai,67,Mohit Goel,Seed Funding,30,1000000,nan
1861,11/3/2016,JollyFoodFellow,Technology,1224,Food Related Marketing & Branding platform,Mumbai,67,Janak Parikh,Seed Funding,30,N/A,nan
1862,14/03/2016,PinkBlue,ECommerce,1225,Medical Supplies eTailer,Mumbai,67,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,30,223608,nan
1863,14/03/2016,TruckingCube,Logistics,1226,"Domestic, Commercial, and Industrial Goods Movers",Mumbai,67,Agarwal Movers Group,Seed Funding,30,14900000,nan
1864,14/03/2016,eSwasthya,Consumer Internet,1227,Online Medicine Delivery Aggregator,Mumbai,67,Hemang Sahani,Seed Funding,30,N/A,nan
1865,15/03/2016,FlipClass,Consumer Internet,1227,Tutor Search Platform,Mumbai,67,"S Chand and Co Pvt Ltd, Blume Ventures",Seed Funding,30,1000000,nan
1866,15/03/2016,Proximit,Technology,1228,Advertising Technology,Mumbai,67,Funding through 1Crowd platform,Seed Funding,30,150000,nan
1867,15/03/2016,WithMe,Consumer Internet,1229,Personalized Fashion App,Mumbai,67,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,30,250000,nan
1868,16/03/2016,Gapoon,Consumer Internet,1229,Hyperlocal Home Maintenance services,Mumbai,67,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,30,180000,nan
1869,16/03/2016,Avagmah,Consumer Internet,1229,Online Education Portal,Mumbai,67,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,30,N/A,nan
1870,16/03/2016,WorkIndia,Consumer Internet,1229,Online Job Board,Mumbai,67,Beenext,Seed Funding,30,N/A,nan
1871,16/03/2016,Wealthy,Consumer Internet,1229,Online Investment management portal,Mumbai,67,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,30,250000,nan
1872,17/03/2016,Pramati,Healthcare,1230,Specialized Patient Care platform,Mumbai,67,Undisclosed investors,Seed Funding,30,200000,nan
1873,17/03/2016,Qlivery,Consumer Internet,1231,Ondemand Concierge Service,Mumbai,67,Swastika Company Ltd,Seed Funding,30,230000,nan
1874,17/03/2016,HealthEnablr,Consumer Internet,1231,Doctor Discovery and booking platform,Mumbai,67,Undisclosed investors,Seed Funding,30,800000,nan
1875,17/03/2016,Liftiee,Consumer Internet,1231,Car/ bike Pooling App,Mumbai,67,"Rannvijay Singh, Anita Hassanandani",Seed Funding,30,108000,nan
1876,18/03/2016,Hello Curry,Food & Beverage,1232,Quick Service Restaurant Chain,Mumbai,67,Sashi Reddi & Other unnamed investors,Seed Funding,30,1500000,nan
1877,19/03/2016,goSporto,Consumer Internet,1233,Online Sports discovery and booking platform,Mumbai,67,Naveen Gupta,Seed Funding,30,"30,000",nan
1878,21/03/2016,OneClickWash,Consumer Internet,1233,Online Laundry & Washing service Booking & Delivery,Mumbai,67,Unitus Seed Fund,Seed Funding,30,N/A,nan
1879,21/03/2016,Girnar Software,Consumer Internet,1233,Online News Media Network,Mumbai,67,Google Capital,Seed Funding,30,N/A,nan
